Product(original_price=133.0, new_price=45.0, offer_percentage=0, item_name='Jawaher Crystal Oud Malaki EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZE92D8E062BEF2F6EBDC1Z-1')
Product(original_price=90.8, new_price=47.25, offer_percentage=0, item_name='L’ORÉAL PARIS\xa0Hyaluron Expert 1.5% Hyaluronic Acid Serum - Reduces fine line -', item_link='https://minutes.noon.com/saudi-en/now-product/Z871DA2B173680BE9E06FZ-1')
Product(original_price=105.0, new_price=55.0, offer_percentage=0, item_name='A Thousand Wishes Fine Fragrance Mist', item_link='https://minutes.noon.com/saudi-en/now-product/ZEF45971F00E8579A9921Z-1')
Product(original_price=79.3, new_price=42.3, offer_percentage=0, item_name='Elvive Hyaluron Moisture Moisture Plump Serum 150ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z859B1D8AD7202194A213Z-1')
Product(original_price=77.5, new_price=40.05, offer_percentage=0, item_name='Duck Plump Lip Plumping Lacquer - Nude Swings', item_link='https://minutes.noon.com/saudi-en/now-product/ZC4C19F270785A562940CZ-1')
Product(original_price=384.0, new_price=219.0, offer_percentage=0, item_name='Ceramic Dryer And Styler 2 In 1', item_link='https://minutes.noon.com/saudi-en/now-product/Z57B8447BD8FF6C680445Z-1')
Product(original_price=77.8, new_price=38.15, offer_percentage=0, item_name='Maybelline New York Superstay Matte Ink Lipstick', item_link='https://minutes.noon.com/saudi-en/now-product/ZF02A3C822256A7798AAFZ-1')
Product(original_price=103.0, new_price=36.35, offer_percentage=0, item_name='Al Faris EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z7BF528CE5C6B4FCBC513Z-1')
Product(original_price=91.0, new_price=37.95, offer_percentage=0, item_name='Musk Abiyad Concentrated Perfume Oil', item_link='https://minutes.noon.com/saudi-en/now-product/ZF088955B4A5BC09A806BZ-1')
Product(original_price=56.65, new_price=32.25, offer_percentage=0, item_name='Instant Age Rewind Eraser Concealer 02 - Nude', item_link='https://minutes.noon.com/saudi-en/now-product/ZDD43AA9DADC38B1C5336Z-1')
Product(original_price=53.95, new_price=29.65, offer_percentage=0, item_name='Magic Retouch Instant Root Concealer Spray', item_link='https://minutes.noon.com/saudi-en/now-product/Z51CC920D938373A099B7Z-1')
Product(original_price=60.0, new_price=27.0, offer_percentage=0, item_name='Protein & Keratin Hair Mask', item_link='https://minutes.noon.com/saudi-en/now-product/ZA26DDFE3B9D22BD826BAZ-1')
Product(original_price=51.25, new_price=24.75, offer_percentage=0, item_name='Maybelline New York Fit Me Concealer', item_link='https://minutes.noon.com/saudi-en/now-product/ZB66048864E140868BEE0Z-1')
Product(original_price=45.5, new_price=21.8, offer_percentage=0, item_name='COLOR LIPSTICK COLLECTION', item_link='https://minutes.noon.com/saudi-en/now-product/Z27B445510531C1AA92F8Z-1')
Product(original_price=40.0, new_price=22.5, offer_percentage=0, item_name='Face and  Body Sugar Scrub With Pomegranate', item_link='https://minutes.noon.com/saudi-en/now-product/ZA49310068EB10AEA0514Z-1')
Product(original_price=78.0, new_price=29.7, offer_percentage=0, item_name='High Pressure Shower Head Stainless Steel Silver', item_link='https://minutes.noon.com/saudi-en/now-product/Z1C401D3BA0E7E4303EF9Z-1')
Product(original_price=54.0, new_price=21.0, offer_percentage=0, item_name='6-Piece Borosilicate Glass Tea Cup', item_link='https://minutes.noon.com/saudi-en/now-product/Z37ACC4A49810BFB6D428Z-1')
Product(original_price=32.25, new_price=19.35, offer_percentage=0, item_name='48 h Intense Moisture Rich Nourishing Body Lotion For Dry Skin', item_link='https://minutes.noon.com/saudi-en/now-product/Z7A66DF73523F594286CFZ-1')
Product(original_price=44.9, new_price=22.45, offer_percentage=0, item_name='Body Mist Night Party', item_link='https://minutes.noon.com/saudi-en/now-product/ZD72A09F10D6CC904069AZ-1')
Product(original_price=32.0, new_price=19.05, offer_percentage=0, item_name='Elvive Hyaluron Moisture Filling Night Cream 200ml', item_link='https://minutes.noon.com/saudi-en/now-product/ZEAB1117E4FC68EE2169EZ-1')
Product(original_price=21.75, new_price=13.05, offer_percentage=0, item_name='Aloe Vera Face And Body Moisturizer Gel', item_link='https://minutes.noon.com/saudi-en/now-product/Z4188BB64B7CEA612AAAAZ-1')
Product(original_price=18.95, new_price=11.35, offer_percentage=0, item_name='Neem And Turmeric Soap', item_link='https://minutes.noon.com/saudi-en/now-product/Z03C6D2B6F9CA17E560DCZ-1')
Product(original_price=29.0, new_price=14.7, offer_percentage=0, item_name='Donyah Dawarah Card Game', item_link='https://minutes.noon.com/saudi-en/now-product/Z8EDE8A8F8720F2189D3BZ-1')
Product(original_price=75.0, new_price=34.0, offer_percentage=0, item_name='Dust Sock Cleaning Slippers', item_link='https://minutes.noon.com/saudi-en/now-product/ZCBE11417B4681F222466Z-1')
Product(original_price=4.2, new_price=2.0, offer_percentage=0, item_name='Pizza Flour', item_link='https://minutes.noon.com/saudi-en/now-product/ZEB04EB8108C65180547DZ-1')
Product(original_price=8.95, new_price=5.0, offer_percentage=0, item_name='Green Hot Salsa Sauce', item_link='https://minutes.noon.com/saudi-en/now-product/Z1DEFE42018D42E748408Z-1')
Product(original_price=395.0, new_price=134.1, offer_percentage=0, item_name='Paradiso EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z3E47423230D196131040Z-1')
|Product(original_price=89.0, new_price=49.0, offer_percentage=0, item_name='Singi Power Bank – High-Capacity Portable Charger for Smartphones, Tablets, and More || Charge Multiple Devices Simultaneously || Compact, Convenient, and Travel-Friendly -', item_link='https://minutes.noon.com/saudi-en/now-product/Z6F7EF7B286B782B74A68Z-1')|
Product(original_price=36.0, new_price=21.6, offer_percentage=0, item_name='Scandaleyes Waterproof Kohl Kajal Pencil Eyeliner 1.3 g', item_link='https://minutes.noon.com/saudi-en/now-product/Z9B7AD99B3397259CCF8EZ-1')
Product(original_price=22.0, new_price=13.2, offer_percentage=0, item_name='Lasting Finish Lipstick By Kate Moss', item_link='https://minutes.noon.com/saudi-en/now-product/ZC064DFD903C3E52BFB30Z-1')
Product(original_price=162.55, new_price=92.5, offer_percentage=0, item_name='Extra Care, Size 4+, 10-16 kg, Jumbo Pack', item_link='https://minutes.noon.com/saudi-en/now-product/Z48F8BF546110F5B61958Z-1')
Product(original_price=329.0, new_price=168.0, offer_percentage=0, item_name='10000 mAh Foldable Magnetic Wireless Power Bank Portable Charger 20W', item_link='https://minutes.noon.com/saudi-en/now-product/Z7042D28CEAFA01DBF742Z-1')
Product(original_price=100.0, new_price=39.0, offer_percentage=0, item_name='Ceramic Hair Straightener With 360 Swivel Cord, Wet And Dry Function, Adjustable Temperature And Ergonomic Design', item_link='https://minutes.noon.com/saudi-en/now-product/Z08502A3A94D0C1A67C92Z-1')
Product(original_price=75.8, new_price=40.0, offer_percentage=0, item_name='Advanced Snail 96 Mucin Power Essence', item_link='https://minutes.noon.com/saudi-en/now-product/ZA897911E48818805A6ACZ-1')
Product(original_price=249.0, new_price=149.0, offer_percentage=0, item_name='Gaming Wired Mouse Model O - Matte White', item_link='https://minutes.noon.com/saudi-en/now-product/ZB13C562EFA076AAD5113Z-1')
Product(original_price=699.0, new_price=184.95, offer_percentage=0, item_name='Black Incense Malaki EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZB91E13673CA65CCE07E0Z-1')
Product(original_price=349.0, new_price=159.0, offer_percentage=0, item_name='FreeBuds 5i Wireless Earphone, TWS Bluetooth Earbuds, Hi-Res Sound, Noise Cancellation, 28-hr Battery Life, Dual Device Connection, Comfort Wear', item_link='https://minutes.noon.com/saudi-en/now-product/ZD739C661465C3F5A741FZ-1')
Product(original_price=326.0, new_price=120.0, offer_percentage=0, item_name='Keratin Q-Max Hair Straightening Treatment', item_link='https://minutes.noon.com/saudi-en/now-product/Z8BBA3EE3F2207B68CF8AZ-1')
Product(original_price=39.0, new_price=23.0, offer_percentage=0, item_name='Natural Baby Wipes Aloe Vera', item_link='https://minutes.noon.com/saudi-en/now-product/ZF64152BDE41A62E886D0Z-1')
Product(original_price=431.0, new_price=210.0, offer_percentage=0, item_name='Crystal Noir EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZF1DCB039D40B1B708CCBZ-1')
Product(original_price=171.0, new_price=41.0, offer_percentage=0, item_name='Advanced Snail 92 All In One Cream', item_link='https://minutes.noon.com/saudi-en/now-product/ZCC2926EBC92464D486DCZ-1')
Product(original_price=83.45, new_price=50.0, offer_percentage=0, item_name='Pure Bee Honey', item_link='https://minutes.noon.com/saudi-en/now-product/Z5839C836AF3F57AF147CZ-1')
Product(original_price=160.0, new_price=50.0, offer_percentage=0, item_name='Pure Musk EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZF5E83228B000F74A7AC2Z-1')
Product(original_price=249.0, new_price=149.0, offer_percentage=0, item_name='Glorious Model D Minus Honeycomb Gaming Mouse - Light Weight RGB PC Mouse - 61 g PC Accessories - USB Mouse Wired - Matte White Wired Gaming Mouse', item_link='https://minutes.noon.com/saudi-en/now-product/Z9E380A3F3EA30E42C90BZ-1')
Product(original_price=34.25, new_price=20.55, offer_percentage=0, item_name='Optic White Sparkling White Toothpaste', item_link='https://minutes.noon.com/saudi-en/now-product/Z889DA348ECFB92CE3C0EZ-1')
Product(original_price=65.0, new_price=32.25, offer_percentage=0, item_name='Instant Age Rewind Eraser Concealer 03 - Fair', item_link='https://minutes.noon.com/saudi-en/now-product/ZC37F721C1FD0A1D8A748Z-1')
Product(original_price=25.55, new_price=13.95, offer_percentage=0, item_name='Table Covers, 90×80cm × 6 Rolls', item_link='https://minutes.noon.com/saudi-en/now-product/ZF3E4CCFCB82EADBE5150Z-1')
Product(original_price=45.0, new_price=14.55, offer_percentage=0, item_name='Inflatable Donut Shaped Pool Ring', item_link='https://minutes.noon.com/saudi-en/now-product/ZC1E28D9B66746CAE0F2EZ-1')
Product(original_price=376.0, new_price=197.0, offer_percentage=0, item_name='Goliathus Extended Chroma - Soft Extended Gaming Mouse Mat With Razer Chroma RGB Lighting (Cable Holder, Fabric Surface, Quilted Edge, Optimized For All Mice) Black', item_link='https://minutes.noon.com/saudi-en/now-product/Z79E3D403DE91C265B5FCZ-1')
Product(original_price=90.0, new_price=50.75, offer_percentage=0, item_name='Blue Oud EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZDCF97A6FBDE90F9C323CZ-1')
Product(original_price=6.0, new_price=3.5, offer_percentage=0, item_name='Gold Latte Instant Coffee', item_link='https://minutes.noon.com/saudi-en/now-product/Z1F76C7CAF2E86D572E39Z-1')
Product(original_price=734.0, new_price=424.95, offer_percentage=0, item_name='Oud Intense EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZBAE7641F7E0AC5C1D2EBZ-1')
Product(original_price=497.0, new_price=167.15, offer_percentage=0, item_name='Quatre EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZC61F782C03961A0E65A1Z-1')
Product(original_price=92.0, new_price=21.25, offer_percentage=0, item_name='Lip Balm SPF 30', item_link='https://minutes.noon.com/saudi-en/now-product/Z64FA64E8ADCB09CCB21DZ-1')
Product(original_price=50.0, new_price=24.15, offer_percentage=0, item_name='Baby Comfort Large Size 4 Fit Pants Diapers For 7-11 Months 9-14 Kg', item_link='https://minutes.noon.com/saudi-en/now-product/Z8761987DECEFF0CA312DZ-1')
Product(original_price=41.0, new_price=19.15, offer_percentage=0, item_name='2-In-1 Bottle And Nipple Brush, Blue/White, 1 Piece', item_link='https://minutes.noon.com/saudi-en/now-product/ZEF70A89ACED9922DB7FCZ-1')
Product(original_price=45.0, new_price=23.0, offer_percentage=0, item_name='Ego Bar Soap', item_link='https://minutes.noon.com/saudi-en/now-product/Z802A05A26C3424CAD152Z-1')
Product(original_price=92.4, new_price=29.1, offer_percentage=0, item_name='E-Reading Mопitоr Laptop Screen Aluminium Light Bar LED Desktop Table Lamp Eye Protection Reading Lamp LED Light Dimmable USB Desk Lamps', item_link='https://minutes.noon.com/saudi-en/now-product/ZD1754D924D546FB5DEEEZ-1')
Product(original_price=75.0, new_price=20.55, offer_percentage=0, item_name='100-Piece Haraka Stop Cards', item_link='https://minutes.noon.com/saudi-en/now-product/Z49E6A091F511653D36D8Z-1')
Product(original_price=319.0, new_price=177.55, offer_percentage=0, item_name='Good Girl Carolina Herrera Hair Mist', item_link='https://minutes.noon.com/saudi-en/now-product/ZD814B1D810EAEB4333B5Z-1')
Product(original_price=490.0, new_price=264.2, offer_percentage=0, item_name='My Burberry Black', item_link='https://minutes.noon.com/saudi-en/now-product/ZAD8B1B7AD9A4ECE1845BZ-1')
Product(original_price=476.0, new_price=219.9, offer_percentage=0, item_name='Light Blue EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z398E37AE2D4B49C5544BZ-1')
Product(original_price=57.75, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Matte + Poreless – 120 Classic Ivory', item_link='https://minutes.noon.com/saudi-en/now-product/Z887286E5A3C6F7D83EAFZ-1')
Product(original_price=44.9, new_price=22.45, offer_percentage=0, item_name='Body Mist Bubble Gum', item_link='https://minutes.noon.com/saudi-en/now-product/Z906E3A6973F8FD9A8B2CZ-1')
Product(original_price=430.0, new_price=104.5, offer_percentage=0, item_name='One EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z4EDABB8AFF2C53C72EA0Z-1')
Product(original_price=288.0, new_price=64.95, offer_percentage=0, item_name='Garment Steamer Iron,High-Power Handheld Garment Steamer Clothes Steamer Portable Steam Iron 30s Fast Heat-up Ironing Wrinkle Remover -1500W 280ML', item_link='https://minutes.noon.com/saudi-en/now-product/Z5C4183B7CD674FCB20B2Z-1')
Product(original_price=255.3, new_price=77.1, offer_percentage=0, item_name='Badee Al Oud', item_link='https://minutes.noon.com/saudi-en/now-product/ZF9D164FAE6B35D5B0B6CZ-1')
Product(original_price=899.0, new_price=279.0, offer_percentage=0, item_name='Upgrade Ipl Laser Hair Removal Ice Cool Machine Melsya', item_link='https://minutes.noon.com/saudi-en/now-product/Z2BF94B62DDD69DE662D5Z-1')
Product(original_price=650.0, new_price=269.95, offer_percentage=0, item_name="Because It's You EDP", item_link='https://minutes.noon.com/saudi-en/now-product/ZCA1A478EB645CE366670Z-1')
Product(original_price=4699.0, new_price=2799.0, offer_percentage=0, item_name='MacBook Air MGN63 With 13-Inch Retina (2560x1600) Display, M1 Chip With 8-Core Processor And 7-Core Graphics/8GB RAM DDR4/256GB SSD/English Arabic Keyboard', item_link='https://minutes.noon.com/saudi-en/now-product/ZA7CE4A5CC3C951B82409Z-1')
Product(original_price=98.15, new_price=49.6, offer_percentage=0, item_name='Glycolic Bright Melasyl Serum 30ml', item_link='https://minutes.noon.com/saudi-en/now-product/ZCF22CA0A0761EB1B4E7CZ-1')
Product(original_price=35.0, new_price=19.15, offer_percentage=0, item_name='12-Piece Glass Bottle With Lid', item_link='https://minutes.noon.com/saudi-en/now-product/Z0C27B1B52B6FA05A9006Z-1')
Product(original_price=592.0, new_price=326.7, offer_percentage=0, item_name='Lady Million EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZA9448A887408D91FA34EZ-1')
Product(original_price=53.0, new_price=31.25, offer_percentage=0, item_name='Hyaluron Expert Replumping Night Cream 24H Intense hydration- Smooths fine lines', item_link='https://minutes.noon.com/saudi-en/now-product/Z24394E429B605D86C78EZ-1')
Product(original_price=75.65, new_price=36.8, offer_percentage=0, item_name='Fit Me Matte & Poreless Foundation 16H Oil Control with SPF 22 - 120', item_link='https://minutes.noon.com/saudi-en/now-product/ZFF8C0CE28C47CF17A89CZ-1')
Product(original_price=569.0, new_price=318.6, offer_percentage=0, item_name="Terre D' Hermes EDT", item_link='https://minutes.noon.com/saudi-en/now-product/ZABCC357A27F5C6C24A70Z-1')
Product(original_price=463.0, new_price=242.0, offer_percentage=0, item_name='Bodygroom BG7025/13 Showerproof Groin And Body Trimmer Body Shaver, 5-Length Adjustable Comb 80min Cordless, Skin Protection', item_link='https://minutes.noon.com/saudi-en/now-product/Z72145C23DD182190CB91Z-1')
Product(original_price=63.0, new_price=33.05, offer_percentage=0, item_name='Osteocare 30 Tablets', item_link='https://minutes.noon.com/saudi-en/now-product/Z5BF2E5144CA465C2094CZ-1')
Product(original_price=15.75, new_price=9.45, offer_percentage=0, item_name='Sukkari Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/ZD93B6E3FD77815568171Z-1')
Product(original_price=99.0, new_price=47.15, offer_percentage=0, item_name='Pro XXL Extension Mascara', item_link='https://minutes.noon.com/saudi-en/now-product/Z2C65249A9D679EA9C6C3Z-1')
Product(original_price=279.0, new_price=64.0, offer_percentage=0, item_name='Garment Steamer Iron,High-Power Handheld Garment Steamer Clothes Steamer Portable Steam Iron 30s Fast Heat-up Ironing Wrinkle Remover -1500W 300ML', item_link='https://minutes.noon.com/saudi-en/now-product/ZF5A935F52FB29CDD6CB9Z-1')
Product(original_price=349.0, new_price=85.0, offer_percentage=0, item_name='The Game EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z238DE4AA6C592D23CE46Z-1')
Product(original_price=44.9, new_price=22.45, offer_percentage=0, item_name='Body Mist Bff', item_link='https://minutes.noon.com/saudi-en/now-product/ZC5E481DB35A59B90C655Z-1')
Product(original_price=380.0, new_price=102.75, offer_percentage=0, item_name='Cool Water EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/Z9D93D8B8228E1FCFC96CZ-1')
Product(original_price=80.0, new_price=25.05, offer_percentage=0, item_name='6-Piece Silicone Spatula Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z6848C24F2EC227AE38FCZ-1')
Product(original_price=117.0, new_price=48.0, offer_percentage=0, item_name='Sacred Love EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z8EC4098A6CA329D1E784Z-1')
Product(original_price=25.75, new_price=15.45, offer_percentage=0, item_name='Khudri Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/Z69F1D8479C34E0B715DDZ-1')
Product(original_price=493.0, new_price=241.65, offer_percentage=0, item_name='Acqua Di Gio EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z01D54252810090A48A54Z-1')
Product(original_price=69.0, new_price=30.0, offer_percentage=0, item_name='6 Piece Borosilicate Glass Food Container Set - Airtight Lids - Lunch Box - Rectangle + Square - Food Storage Box - Storage Boxes - Kitchen Cabinet Organizers - Glass Food Container - White', item_link='https://minutes.noon.com/saudi-en/now-product/Z0DCF2F31117B5F6C954EZ-1')
Product(original_price=18.0, new_price=9.0, offer_percentage=0, item_name='Olive Tape Diaper Size 3 Medium 6-12 Kg Saving Pack', item_link='https://minutes.noon.com/saudi-en/now-product/Z4B0CA5D4E79B82445BCBZ-1')
Product(original_price=195.0, new_price=89.0, offer_percentage=0, item_name='No. 4 Bond Maintenance Shampoo', item_link='https://minutes.noon.com/saudi-en/now-product/Z9CAF341A533B772BFE35Z-1')
Product(original_price=49.95, new_price=15.0, offer_percentage=0, item_name='Berry Copa Crush Hydration Drink', item_link='https://minutes.noon.com/saudi-en/now-product/ZCBEA353C8D4E0C4D9D2EZ-1')
Product(original_price=73.0, new_price=43.75, offer_percentage=0, item_name='Innovation Hyaluron Expert 2.5% {Hyaluronic Acid+ Niancinamide+ Caffine} Eye Serum, 20 ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z4F66741B705405A6AD47Z-1')
Product(original_price=61.65, new_price=26.25, offer_percentage=0, item_name='Maybelline New York Baby Skin Instant Pore Eraser', item_link='https://minutes.noon.com/saudi-en/now-product/Z7379271972C2B42683C5Z-1')
Product(original_price=399.0, new_price=145.0, offer_percentage=0, item_name='Galaxy Buds FE', item_link='https://minutes.noon.com/saudi-en/now-product/Z9B6F424E04F42F4B6D59Z-1')
Product(original_price=285.0, new_price=144.25, offer_percentage=0, item_name='Cooler 9 Qt Laguna Red', item_link='https://minutes.noon.com/saudi-en/now-product/ZDA127C8BBDB686A75C30Z-1')
Product(original_price=121.0, new_price=60.5, offer_percentage=0, item_name='Dietary Supplement With Organic Apple Cider Vinegar', item_link='https://minutes.noon.com/saudi-en/now-product/Z80A40E72ABBFE97678D4Z-1')
Product(original_price=45.0, new_price=25.0, offer_percentage=0, item_name='Scalp Scrub With Green Tea', item_link='https://minutes.noon.com/saudi-en/now-product/ZB338006BE68941D527BBZ-1')
Product(original_price=99.0, new_price=51.0, offer_percentage=0, item_name='Brave 10 Power Bank 10,000mAh, 5V/2.4A', item_link='https://minutes.noon.com/saudi-en/now-product/Z9BD960639CEBF8BFF785Z-1')
Product(original_price=199.0, new_price=100.5, offer_percentage=0, item_name='Smart Band 8 (BHR7166GL) – Champagne Gold, 1.62" AMOLED, Heart Rate & SpO₂ Monitor, 150+ Sports Modes, 16-Day Battery, 5ATM Water Resistance', item_link='https://minutes.noon.com/saudi-en/now-product/ZE2DCEB5276284A5DF8DEZ-1')
Product(original_price=859.0, new_price=299.0, offer_percentage=0, item_name='T3 3-In-1 Home Laser Hair Removal IPL', item_link='https://minutes.noon.com/saudi-en/now-product/Z195B094306AC0B187B76Z-1')
Product(original_price=519.0, new_price=299.0, offer_percentage=0, item_name='Liberty 4, Noise Cancelling Earbuds, True Wireless Earbuds With ACAA 3.0, Dual Dynamic Drivers For Hi-Res Premium Sound, Spatial Audio With Dual Modes, All-New Heart Rate Sensor', item_link='https://minutes.noon.com/saudi-en/now-product/Z2B8E9ECA56AA55F0992AZ-1')
Product(original_price=199.0, new_price=65.0, offer_percentage=0, item_name='Classic EDP, Long Lasting Perfume for Men, 100 ml', item_link='https://minutes.noon.com/saudi-en/now-product/ZB59820578DD2A4B60075Z-1')
Product(original_price=49.95, new_price=15.0, offer_percentage=0, item_name='Orange D Or Hydration Drink', item_link='https://minutes.noon.com/saudi-en/now-product/ZEB7B10EDD9096D052161Z-1')
Product(original_price=17.95, new_price=10.0, offer_percentage=0, item_name='Tomato Paste', item_link='https://minutes.noon.com/saudi-en/now-product/Z27603A337046A5665E1BZ-1')
Product(original_price=50.0, new_price=24.15, offer_percentage=0, item_name='Baby Comfort  X-Large Size 5 Fit Pants Diapers For 12-17 Months 12-17 Kg', item_link='https://minutes.noon.com/saudi-en/now-product/ZA34D446AB8C32A1DFB14Z-1')
Product(original_price=531.0, new_price=215.0, offer_percentage=0, item_name='Guilty Pour Femme EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z2BFE9192ABEAEFA71EFEZ-1')
Product(original_price=47.0, new_price=28.1, offer_percentage=0, item_name='Skinactive Micellar Cleansing Water In Argan Oil', item_link='https://minutes.noon.com/saudi-en/now-product/ZC0C0A27A38E4CF0D4C5CZ-1')
Product(original_price=4.8, new_price=2.75, offer_percentage=0, item_name='Vineger Natural', item_link='https://minutes.noon.com/saudi-en/now-product/Z3290CB47506668777A72Z-1')
Product(original_price=31.0, new_price=15.0, offer_percentage=0, item_name='Moroccan Soap Aker Fassi', item_link='https://minutes.noon.com/saudi-en/now-product/Z3A865BCE2A16A3554074Z-1')
Product(original_price=439.0, new_price=204.2, offer_percentage=0, item_name='Unique Brush Hairstyler', item_link='https://minutes.noon.com/saudi-en/now-product/ZADFDC530BB865CC176CCZ-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist Amber', item_link='https://minutes.noon.com/saudi-en/now-product/Z6C36FF971A2390CDF327Z-1')
Product(original_price=41.75, new_price=22.8, offer_percentage=0, item_name="L'Oreal Paris Elvive Dream Long Straight Frizz Killer Serum", item_link='https://minutes.noon.com/saudi-en/now-product/Z1BB56EE5717337944AA6Z-1')
Product(original_price=89.0, new_price=42.7, offer_percentage=0, item_name='Super Stay Vinyl Ink Longwear Transfer Proof Gloss Lipstick, 50 WICKED', item_link='https://minutes.noon.com/saudi-en/now-product/ZB67726C92FA0FA78FD0CZ-1')
Product(original_price=95.0, new_price=50.0, offer_percentage=0, item_name='Warm Vanilla Sugar Fine Fragrance Mist', item_link='https://minutes.noon.com/saudi-en/now-product/Z5D769757F0656361C6DBZ-1')
Product(original_price=249.0, new_price=79.0, offer_percentage=0, item_name='5 liter stainless steel electric meat grinder and vegetable slicer', item_link='https://minutes.noon.com/saudi-en/now-product/Z7722A3483BB7DA8730D8Z-1')
Product(original_price=76.0, new_price=45.0, offer_percentage=0, item_name='Aha.Bha.Pha 30Days Miracle Cleansing Bar', item_link='https://minutes.noon.com/saudi-en/now-product/ZB76290E3329202BCCC23Z-1')
Product(original_price=474.0, new_price=197.0, offer_percentage=0, item_name='Guilty Absolute EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z026872CF498289B1AE73Z-1')
Product(original_price=25.75, new_price=15.45, offer_percentage=0, item_name='Khalas Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/ZE7386A181D4882CCB7BFZ-1')
Product(original_price=34.35, new_price=12.05, offer_percentage=0, item_name='Digital Temperature Test Pen', item_link='https://minutes.noon.com/saudi-en/now-product/Z1233D15321E71429EB58Z-1')
Product(original_price=224.15, new_price=118.0, offer_percentage=0, item_name='Paradiso EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z4C162433044ADCCC016EZ-1')
Product(original_price=75.0, new_price=37.5, offer_percentage=0, item_name='Dietary Supplement Vitamin C', item_link='https://minutes.noon.com/saudi-en/now-product/Z427C0A9938E913DA88A1Z-1')
Product(original_price=105.0, new_price=37.8, offer_percentage=0, item_name='Dehn Al Oudh Abiyad EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZE9D0437535051716AE7DZ-1')
Product(original_price=79.0, new_price=41.2, offer_percentage=0, item_name='Silicone Sippy Cup With Straw For Babies And Toddlers , Non Spill And Leak Proof Baby Weaning Cup, Easy Grip Handles, Dishwasher And Microwave Safe Ash Rose', item_link='https://minutes.noon.com/saudi-en/now-product/ZDFA6EE0549457C552A48Z-1')
Product(original_price=18.0, new_price=9.0, offer_percentage=0, item_name='Party Popper', item_link='https://minutes.noon.com/saudi-en/now-product/ZC49872B5E9ED856E4BE9Z-1')
Product(original_price=82.8, new_price=39.3, offer_percentage=0, item_name='Cream that Replenishes Skin', item_link='https://minutes.noon.com/saudi-en/now-product/ZA306479FBE7747EC5295Z-1')
Product(original_price=17.5, new_price=9.0, offer_percentage=0, item_name='Gentle Baby Soap With Olive Oil And Almond Oil, Pack Of 6 - 125g', item_link='https://minutes.noon.com/saudi-en/now-product/ZE8BFF8E24F4B65490E5AZ-1')
Product(original_price=49.0, new_price=23.95, offer_percentage=0, item_name='3 Ring Portable Inflatable Lightweight Compact Circular Swimming Pool', item_link='https://minutes.noon.com/saudi-en/now-product/Z38F4033910344C6656FFZ-1')
Product(original_price=359.0, new_price=149.0, offer_percentage=0, item_name='Hands Free Wearable Electric Breast Single Pump', item_link='https://minutes.noon.com/saudi-en/now-product/ZAEB67F7C2889BC21C23BZ-1')
Product(original_price=34.75, new_price=20.85, offer_percentage=0, item_name='Original Aftershave Lotion For Freshness', item_link='https://minutes.noon.com/saudi-en/now-product/Z7CE4C778CA5292AA347FZ-1')
Product(original_price=56.0, new_price=30.0, offer_percentage=0, item_name='Sugar Scrub Aker Fassi', item_link='https://minutes.noon.com/saudi-en/now-product/Z6EAC08C8ABC863157848Z-1')
Product(original_price=129.0, new_price=63.0, offer_percentage=0, item_name='Aha Bha Pha 30 Days Miracle Serum Centella  Clear', item_link='https://minutes.noon.com/saudi-en/now-product/Z533853C91C00AE289140Z-1')
Product(original_price=599.0, new_price=145.0, offer_percentage=0, item_name='1700 watt stainless steel electric meat grinder', item_link='https://minutes.noon.com/saudi-en/now-product/Z0ADA0FB6E6D952C141B7Z-1')
Product(original_price=17.0, new_price=7.0, offer_percentage=0, item_name='60 Seconds Super Shine Nail Polish –', item_link='https://minutes.noon.com/saudi-en/now-product/Z6547C45FE03D8B76E2B2Z-1')
